,standardised_smiles,DILI_LABEL
34,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,1
35,CN1Cc2c(N)cccc2C(c2ccccc2)C1,1
36,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,1
37,NC1=NC(=O)C(c2ccccc2)O1,1
38,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,1
39,CC(COc1ccccc1)NN,1
40,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1
41,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,1
42,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,1
43,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,1
44,NC(=O)NS(=O)(=O)c1ccc(N)cc1,1
45,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1
46,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,1
47,Cc1cc(Br)c(O)c2ncccc12,1
48,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,1
49,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,1
50,CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1,1
51,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,1
52,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,1
53,CCCCN1C(=O)C(C(O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,1
54,CC(=O)NC1C(O)OC(CO)C(OS(=O)(=O)O)C1OC1OC(C(=O)O)C(O)C(O)C1O,1
55,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,1
56,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2F)cc1I,1
57,COc1cccc2c1C1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)CC1CO2,1
58,CON=C(N)c1ccc(-c2ccc(-c3ccc(C(N)=NOC)cc3)o2)cc1,1
59,CCOC1OC(=O)CC1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12,1
60,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,1
61,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,1
62,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,1
63,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,1
64,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1
65,CN(C)NN=C1N=CN=C1C(N)=O,1
66,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,1
67,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,1
68,O=C1C=CC=CC1=C1NC(=C2C=CC=CC2=O)N(c2ccc(C(=O)O)cc2)N1,1
69,NC(=O)OCC(COC(N)=O)c1ccccc1,1
70,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1
71,NNC(=O)c1ccncc1,1
72,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1
73,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1
74,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,1
75,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,1
76,Cc1cccc(C)c1OCC(C)N,1
77,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1
78,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,1
79,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1
80,CC12CC(C=O)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1
81,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1
82,OCC1OC(n2cnc3c2NC=NCC3O)CC1O,1
83,CCCc1cc(=O)[nH]c(=S)[nH]1,1
84,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,1
85,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,1
86,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,1
87,CCCC(CCC)C(=O)O,1
88,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,1
89,Cc1ccc(-n2[nH]c(C)c(NN=C3C=CC=C(c4cccc(C(=O)O)c4)C3=O)c2=O)cc1C,1
90,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1,1
91,CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,1
92,Nc1ccc(C(=O)O)c(O)c1,1
93,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,1
94,CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,1
95,CC(=O)Nc1ccc(O)cc1,1
96,CC(=O)Nc1nnc(S(N)(=O)=O)s1,1
97,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,1
98,O=c1ncnc2[nH][nH]cc1-2,1
99,CNCCC(Oc1ccccc1C)c1ccccc1,1
100,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,1
101,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,1
102,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,1
103,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,1
104,CS(=O)(=O)OCCCCOS(C)(=O)=O,1
105,NC(=O)N1c2ccccc2C=Cc2ccccc21,1
106,O=c1[nH]c2cc(Cl)ccc2o1,1
107,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1
108,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,1
109,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1
110,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,1
111,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,1
112,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1
113,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,1
114,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,1
115,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,1
116,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
117,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,1
118,CNCCC(Oc1cccc2ccccc12)c1cccs1,1
119,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,1
120,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,1
121,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,1
122,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O,1
123,CCC(CO)NCCNC(CC)CO,1
124,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,1
125,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,1
126,C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,1
127,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,1
128,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,1
129,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1
130,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,1
131,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1
132,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,1
133,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1
134,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,1
135,NC(=O)NO,1
136,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1
137,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1
138,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,1
139,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,1
140,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1
141,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1
142,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1
143,Cc1cccc(Nc2ccccc2C(=O)O)c1C,1
144,S=c1nc[nH]c2nc[nH]c12,1
145,Cn1cc[nH]c1=S,1
146,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,1
147,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,1
148,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,1
149,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,1
150,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1
151,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,1
152,CNCCC=C1c2ccccc2CCc2ccccc21,1
153,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,1
154,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,1
155,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1
156,Cc1nnc(C(=O)NC(C)(C)C2=NC(C(=O)NCc3ccc(F)cc3)C(=O)C(=O)N2C)o1,1
157,COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(=CNN2CCN(C)CC2)C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,1
158,Nc1nc2ccc(OC(F)(F)F)cc2s1,1
159,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,1
160,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,1
161,O=C(O)C1=CC(=NNc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,1
162,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,1
163,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1
164,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,1
165,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,1
166,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,1
167,c1ccc2[nH]c(-c3cscn3)nc2c1,1
168,Clc1ccccc1CN1CCc2sccc2C1,1
169,Clc1ccc2nsnc2c1NC1=NCCN1,1
170,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,1
171,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,1
172,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,1
173,CC(c1cc2ccccc2s1)N(O)C(N)=O,1
174,CC(=O)OCC[N+](C)(C)C,0
175,CC(=O)NC(CS)C(=O)O,0
176,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0
177,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,0
178,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0
179,CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1,0
180,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,0
181,NCCCNCCSP(=O)(O)O,0
182,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0
183,NCCCCCC(=O)O,0
184,Nc1ccc(C(=O)NCC(=O)O)cc1,0
185,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,0
186,CC1CNc2c(cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N2CCC(C)CC2C(=O)O)C1,0
187,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,0
188,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0
189,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,0
190,CC(Cc1ccccc1)N(C)Cc1ccccc1,0
191,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,0
192,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCCC(=O)O)NC1C(=O)O,0
193,C[N+](C)(C)CC(=O)[O-],0
194,CC(C[N+](C)(C)C)OC(N)=O,0
195,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,0
196,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,0
197,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,0
198,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,0
199,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,0
200,C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21,0
201,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0
202,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,0
203,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,0
204,CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,0
205,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0
206,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
207,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0
208,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,0
209,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,0
210,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0
211,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0
212,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0
213,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,0
214,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,0
215,NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,0
216,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,0
217,CC(C)(CO)C(O)C(=O)NCCCO,0
218,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,0
219,OCC1OC(O)C(O)C(O)C1O,0
220,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0
221,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,0
222,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,0
223,CCN(CC)C(C)C(=O)c1ccccc1,0
224,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0
225,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,0
226,OCC(S)CS,0
227,CN(C)CCOC(c1ccccc1)c1ccccc1,0
228,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,0
229,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,0
230,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0
231,NCCc1ccc(O)c(O)c1,0
232,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,0
233,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0
234,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0
235,CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12,0
236,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0
237,CC[N+](C)(C)c1cccc(O)c1,0
238,CNC(C)C(O)c1ccccc1,0
239,CNCC(O)c1ccc(O)c(O)c1,0
240,O=C(CNC(=O)c1ccccc1)CC(Cc1ccccc1)C(=O)O,0
241,NC(=O)C1CSSCCC(=O)NC(CCCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)N1,0
242,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,0
243,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,0
244,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,0
245,CC(O)(P(=O)(O)O)P(=O)(O)O,0
246,CCOC(=O)c1cncn1C(C)c1ccccc1,0
247,CC(=NO)C(C)NCC(C)(C)CNC(C)C(C)=NO,0
248,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,0
249,CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1,0
250,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0
251,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,0
252,Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,0
253,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,0
254,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0
255,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,0
256,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,0
257,CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,0
258,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O,0
259,O=C([O-])CN(CCN(CC(=O)O)CC(COP(=O)(O)OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)[O-])CC(=O)[O-])CC(=O)O,0
260,CC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,0
261,COCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCCOC)CC(=O)O)CC(=O)O,0
262,O=C([O-])CCCO,0
263,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,0
264,COc1ccccc1OCC(O)CO,0
265,NC(N)=NCCN1CCCCCCC1,0
266,NCCc1cnc[nH]1,0
267,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,0
268,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0
269,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0
270,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,0
271,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,0
272,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0
273,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0
274,CC(C)NCC(O)c1ccc(O)c(O)c1,0
275,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,0
276,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0
277,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,0
278,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,0
279,NC(N)=NCCCC(N)C(=O)O,0
280,C[N+](C)(C)CC(O)CC(=O)[O-],0
281,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,0
282,CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,0
283,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,0
284,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,0
285,CCN(CC)CC(=O)Nc1c(C)cccc1C,0
286,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0
287,CSCCC(N)C(=O)O,0
288,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0
289,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0
290,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1,0
291,OCC(O)C(O)C(O)C(O)CO,0
292,CNC1(C)C2CCC(C2)C1(C)C,0
293,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,0
294,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0
295,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,0
296,Cc1cccc(C)c1NC(=O)C1CCCCN1C,0
297,CCCC(C)(COC(N)=O)COC(N)=O,0
298,CNC(C)Cc1ccccc1,0
299,CN1C(=O)CC(C)(c2ccccc2)C1=O,0
300,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,0
301,C[N+]1(CC2CC2)CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0
302,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0
303,CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,0
304,CC(C)(C(=O)c1cccnc1)c1cccnc1,0
